date,value,weather_temp_mean,weather_precip_sum,weather_wind_mean,holiday_count,is_weekend,weather_temp_mean_lag1,weather_temp_mean_lag7,weather_precip_sum_lag1,weather_precip_sum_lag7,weather_wind_mean_lag1,weather_wind_mean_lag7,holiday_count_lag1,holiday_count_lag7,is_weekend_lag1,is_weekend_lag7,dow_sin,dow_cos,doy_sin,doy_cos,value_lag1,value_lag7,value_lag14,value_roll_mean_7,value_roll_mean_14,Days,target,predictor,var1,var2,Industrial_Production,Consumer_Price_Index,Oil,API_WELLNO,ReportDate
2022-09-24,64.38281321515203,22.9,0.0,7.4,0,1,22.4,21.9,0.0,0.0,7.9,8.8,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9928872135356962,-0.11905873003404988,73.03627201962124,70.46119536085665,0.0,76.78703734132306,0.0,10,64.38281321515203,73.03627201962124,64.38281321515203,73.03627201962124,64.38281321515203,73.03627201962124,64.38281321515203,entity_001,2022-09-24
2022-09-25,65.68280751042442,21.5,0.2,11.2,0,1,22.9,21.9,0.0,0.1,7.4,7.0,0.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.994788305609327,-0.10196189005174576,64.38281321515203,74.16938575895345,0.0,75.57466902010462,0.0,11,65.68280751042442,64.38281321515203,65.68280751042442,64.38281321515203,65.68280751042442,64.38281321515203,65.68280751042442,entity_001,2022-09-25
2022-09-26,50.16943844229814,20.9,0.4,8.7,0,0,21.5,22.3,0.2,0.0,11.2,8.9,0.0,0.0,1.0,0.0,0.0,1.0,-0.9963950238187231,-0.08483487790576538,65.68280751042442,74.73514968987149,0.0,72.06528169902272,0.0,12,50.16943844229814,65.68280751042442,50.16943844229814,65.68280751042442,50.16943844229814,65.68280751042442,50.16943844229814,entity_001,2022-09-26
2022-09-27,64.95211746623892,20.0,0.0,9.4,0,0,20.9,23.0,0.4,0.1,8.7,7.9,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9977068927101168,-0.06768276175455162,50.16943844229814,85.21967190303018,0.0,69.16991677948111,75.05427215908081,13,64.95211746623892,50.16943844229814,64.95211746623892,50.16943844229814,64.95211746623892,50.16943844229814,64.95211746623892,entity_001,2022-09-27
2022-09-28,69.81423312398086,20.4,0.0,9.0,0,0,20.0,22.7,0.0,1.6,9.4,9.0,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9987235240803972,-0.050510617185222886,64.95211746623892,78.3293700441226,98.54100370386747,67.95346864803228,73.0023599748032,14,69.81423312398086,64.95211746623892,69.81423312398086,64.95211746623892,69.81423312398086,64.95211746623892,69.81423312398086,entity_001,2022-09-28
2022-09-29,66.10012198138728,20.8,0.4,10.0,0,0,20.4,22.5,0.0,0.5,9.0,9.5,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9994446170919858,-0.033323525711631344,69.81423312398086,87.63659875851043,81.06572586242379,64.87682910844326,71.93338826901487,15,66.10012198138728,69.81423312398086,66.10012198138728,69.81423312398086,66.10012198138728,69.81423312398086,66.10012198138728,entity_001,2022-09-29
2022-09-30,61.19613202829825,19.9,3.1,12.4,0,0,20.8,22.4,0.4,0.0,10.0,7.9,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9998699583618592,-0.016126573270657762,66.10012198138728,73.03627201962124,82.37826049176054,63.18538053825427,70.42037909305328,16,61.19613202829825,66.10012198138728,61.19613202829825,66.10012198138728,61.19613202829825,66.10012198138728,61.19613202829825,entity_001,2022-09-30
2022-10-01,60.394035183265295,20.1,0.0,13.9,0,1,19.9,22.9,3.1,0.0,12.4,7.4,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9999994220246925,0.001075151282798226,61.19613202829825,64.38281321515203,70.46119536085665,62.61555510512759,69.70129622322533,17,60.394035183265295,61.19613202829825,60.394035183265295,61.19613202829825,60.394035183265295,61.19613202829825,60.394035183265295,entity_001,2022-10-01
2022-10-02,64.38094713877177,22.7,0.0,7.6,0,1,20.1,21.5,0.0,0.2,13.9,11.2,0.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.999832969770105,0.018276557681691223,60.394035183265295,65.68280751042442,74.16938575895345,62.42957505203435,69.0021220360695,18,64.38094713877177,60.394035183265295,64.38094713877177,60.394035183265295,64.38094713877177,60.394035183265295,64.38094713877177,entity_001,2022-10-02
2022-10-03,50.64222873525691,22.5,0.0,7.7,0,0,22.7,20.9,0.0,0.4,7.6,8.7,0.0,0.0,1.0,0.0,0.0,1.0,-0.9993706508539969,0.03547255575312556,64.38094713877177,50.16943844229814,74.73514968987149,62.497116522457034,67.28119911073988,19,50.64222873525691,64.38094713877177,50.64222873525691,64.38094713877177,50.64222873525691,64.38094713877177,50.64222873525691,entity_001,2022-10-03
2022-10-04,62.86701205172446,21.5,0.0,9.2,0,0,22.5,20.0,0.0,0.0,7.7,9.4,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9986126020839734,0.052658056924614005,50.64222873525691,64.95211746623892,85.21967190303018,62.19924432038355,65.68458054993233,20,62.86701205172446,50.64222873525691,62.86701205172446,50.64222873525691,62.86701205172446,50.64222873525691,62.86701205172446,entity_001,2022-10-04
2022-10-05,55.432242034666494,20.9,0.0,6.9,0,0,21.5,20.4,0.0,0.0,9.2,9.0,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9975590477788613,0.06982797572987089,62.86701205172446,69.81423312398086,78.3293700441226,60.1446741647672,64.04907140639975,21,55.432242034666494,62.86701205172446,55.432242034666494,62.86701205172446,55.432242034666494,62.86701205172446,55.432242034666494,entity_001,2022-10-05
2022-10-06,60.98563931583115,21.5,0.0,7.4,0,0,20.9,20.8,0.0,0.4,6.9,10.0,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9962102997023297,0.0869772313136861,55.432242034666494,66.10012198138728,87.63659875851043,59.41403378397348,62.14543144620837,22,60.98563931583115,55.432242034666494,60.98563931583115,55.432242034666494,60.98563931583115,55.432242034666494,60.98563931583115,entity_001,2022-10-06
2022-10-07,58.7717986615162,21.2,0.0,7.1,0,0,21.5,19.9,0.0,3.1,7.4,12.4,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9945667569706337,0.1041007489354256,60.98563931583115,61.19613202829825,73.03627201962124,59.06770044586175,61.12654049205802,23,58.7717986615162,60.98563931583115,58.7717986615162,60.98563931583115,58.7717986615162,60.98563931583115,58.7717986615162,entity_001,2022-10-07
2022-10-08,57.38242823110084,21.5,0.0,7.4,1,1,21.2,20.1,0.0,0.0,7.1,13.9,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9926289059345095,0.12119346147073601,58.7717986615162,60.394035183265295,64.38281321515203,58.637470881266836,60.62651299319721,24,57.38242823110084,58.7717986615162,57.38242823110084,58.7717986615162,57.38242823110084,58.7717986615162,57.38242823110084,entity_001,2022-10-08
2022-10-09,39.46195181444243,21.3,0.2,8.5,1,1,21.5,22.7,0.0,0.0,7.4,7.6,1.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.9903973200352558,0.13825031091098192,57.38242823110084,64.38094713877177,65.68280751042442,55.077614406362635,58.7535947291985,25,39.46195181444243,57.38242823110084,39.46195181444243,57.38242823110084,39.46195181444243,57.38242823110084,39.46195181444243,entity_001,2022-10-09
2022-10-10,47.12249209043286,20.6,0.0,6.8,0,0,21.3,22.5,0.2,0.0,8.5,7.7,1.0,0.0,1.0,0.0,0.0,1.0,-0.9878726596350429,0.15526624985999563,39.46195181444243,50.64222873525691,50.16943844229814,54.57479488567349,58.53595570406526,26,47.12249209043286,39.46195181444243,47.12249209043286,39.46195181444243,47.12249209043286,39.46195181444243,47.12249209043286,entity_001,2022-10-10
2022-10-11,44.93397464966996,19.6,2.6,8.3,0,0,20.6,21.5,0.0,0.0,6.8,9.2,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9850556718215013,0.172236243027682,47.12249209043286,62.86701205172446,64.95211746623892,52.0129323996657,57.10608836002463,27,44.93397464966996,47.12249209043286,44.93397464966996,47.12249209043286,44.93397464966996,47.12249209043286,44.93397464966996,entity_001,2022-10-11
2022-10-12,62.64031416739314,19.0,3.0,6.7,0,0,19.6,20.9,2.6,0.0,8.3,6.9,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.981947190186646,0.18915526872004093,44.93397464966996,55.432242034666494,69.81423312398086,53.04265699005523,56.593665577411215,28,62.64031416739314,44.93397464966996,62.64031416739314,44.93397464966996,62.64031416739314,44.93397464966996,62.64031416739314,entity_001,2022-10-12
2022-10-13,70.09169304182308,20.0,0.3,10.1,0,0,19.0,21.5,3.0,0.0,6.7,7.4,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9785481345802031,0.20601832032517084,62.64031416739314,60.98563931583115,66.10012198138728,54.34352180805407,56.87877779601377,29,70.09169304182308,62.64031416739314,70.09169304182308,62.64031416739314,70.09169304182308,62.64031416739314,70.09169304182308,entity_001,2022-10-13
2022-10-14,63.7071049288422,20.4,0.0,6.0,0,0,20.0,21.2,0.3,0.0,10.1,7.1,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9748595108374125,0.22282040779479959,70.09169304182308,58.7717986615162,61.19613202829825,55.04856556052921,57.058133003195486,30,63.7071049288422,70.09169304182308,63.7071049288422,70.09169304182308,63.7071049288422,70.09169304182308,63.7071049288422,entity_001,2022-10-14
2022-10-15,73.4028298190125,20.4,0.0,6.3,0,1,20.4,21.5,0.0,0.0,6.0,7.4,0.0,1.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9708824104813836,0.2395565591209271,63.7071049288422,57.38242823110084,60.394035183265295,57.33719435880231,57.98733262003457,31,73.4028298190125,63.7071049288422,73.4028298190125,63.7071049288422,73.4028298190125,63.7071049288422,73.4028298190125,entity_001,2022-10-15
2022-10-16,61.405902644519465,22.9,0.1,9.5,0,1,20.4,21.3,0.0,0.2,6.3,8.5,0.0,1.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.9666180104000972,0.2562218218071163,73.4028298190125,39.46195181444243,64.38094713877177,60.472044477384735,57.77482944187369,32,61.405902644519465,73.4028298190125,61.405902644519465,73.4028298190125,61.405902644519465,73.4028298190125,61.405902644519465,entity_001,2022-10-16
2022-10-17,58.32640758183584,23.6,0.0,8.6,0,0,22.9,20.6,0.1,0.0,9.5,6.8,0.0,0.0,1.0,0.0,0.0,1.0,-0.9620675724981452,0.27281126433401914,61.405902644519465,47.12249209043286,50.64222873525691,62.07260383329945,58.32369935948647,33,58.32640758183584,61.405902644519465,58.32640758183584,61.405902644519465,58.32640758183584,61.405902644519465,58.32640758183584,entity_001,2022-10-17
2022-10-18,67.52350728882054,22.4,0.0,6.1,0,0,23.6,19.6,0.0,2.6,8.6,8.3,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.957232443323312,0.2893199776186952,58.32640758183584,44.93397464966996,62.86701205172446,65.29967992460668,58.6563061621362,34,67.52350728882054,58.32640758183584,67.52350728882054,58.32640758183584,67.52350728882054,58.32640758183584,67.52350728882054,entity_001,2022-10-18
2022-10-19,65.50474727289871,21.2,0.0,8.5,0,0,22.4,19.0,0.0,3.0,6.1,6.7,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9521140536681102,0.3057430764672831,67.52350728882054,62.64031416739314,55.432242034666494,65.70888465396462,59.375770822009926,35,65.50474727289871,67.52350728882054,65.50474727289871,67.52350728882054,65.50474727289871,67.52350728882054,65.50474727289871,entity_001,2022-10-19
2022-10-20,65.3099405924217,20.3,0.0,7.5,0,0,21.2,20.0,0.0,0.3,8.5,10.1,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9467139181463862,0.3220757010206104,65.50474727289871,70.09169304182308,60.98563931583115,65.02577716119299,59.684649484623534,36,65.3099405924217,65.50474727289871,65.3099405924217,65.50474727289871,65.3099405924217,65.50474727289871,65.3099405924217,entity_001,2022-10-20
2022-10-21,61.25013991135817,19.6,0.0,6.3,0,0,20.3,20.4,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9410336347451197,0.3383130181923075,65.3099405924217,63.7071049288422,58.7717986615162,64.67478215869527,59.861673859612246,37,61.25013991135817,65.3099405924217,61.25013991135817,65.3099405924217,61.25013991135817,65.3099405924217,61.25013991135817,entity_001,2022-10-21
2022-10-22,66.7095639127432,21.3,0.0,10.0,0,1,19.6,20.4,0.0,0.0,6.3,6.3,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.9350748843515574,0.3544502230989869,61.25013991135817,73.4028298190125,57.38242823110084,63.71860131494251,60.52789783687241,38,66.7095639127432,61.25013991135817,66.7095639127432,61.25013991135817,66.7095639127432,61.25013991135817,66.7095639127432,entity_001,2022-10-22
2022-10-23,52.98531150710615,20.1,0.0,7.0,0,1,21.3,22.9,0.0,0.1,10.0,9.5,0.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.9288394302558068,0.3704825404820963,66.7095639127432,61.405902644519465,39.46195181444243,62.51565972388347,61.49385210063411,39,52.98531150710615,66.7095639127432,52.98531150710615,66.7095639127432,52.98531150710615,66.7095639127432,52.98531150710615,entity_001,2022-10-23
2022-10-24,69.28902153990495,21.0,0.0,6.9,0,0,20.1,23.6,0.0,0.0,7.0,8.6,0.0,0.0,1.0,0.0,0.0,1.0,-0.9223291176290545,0.3864052261209853,52.98531150710615,58.32640758183584,47.12249209043286,64.08174743217906,63.07717563273926,40,69.28902153990495,52.98531150710615,69.28902153990495,52.98531150710615,69.28902153990495,52.98531150710615,69.28902153990495,entity_001,2022-10-24
2022-10-25,60.59783539307039,22.0,0.0,7.6,0,0,21.0,22.4,0.0,0.0,6.9,6.1,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9155458729775467,0.40221356823680365,69.28902153990495,67.52350728882054,44.93397464966996,63.09236573278618,64.19602282869643,41,60.59783539307039,69.28902153990495,60.59783539307039,69.28902153990495,60.59783539307039,69.28902153990495,60.59783539307039,entity_001,2022-10-25
2022-10-26,72.61855108186609,24.9,0.0,8.8,0,0,22.0,21.2,0.0,0.0,7.6,8.5,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9084917035725082,0.41790288888678667,60.59783539307039,65.50474727289871,62.64031416739314,64.10862341978152,64.90875403687308,42,72.61855108186609,60.59783539307039,72.61855108186609,60.59783539307039,72.61855108186609,60.59783539307039,72.61855108186609,entity_001,2022-10-26
2022-10-27,56.68207597912108,24.2,0.0,8.1,0,0,24.9,20.3,0.0,0.0,8.8,7.5,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9011686968561569,0.4334685453485363,72.61855108186609,65.3099405924217,70.09169304182308,62.87607133216714,63.950924246680074,43,56.68207597912108,72.61855108186609,56.68207597912108,72.61855108186609,56.68207597912108,72.61855108186609,56.68207597912108,entity_001,2022-10-27
2022-10-28,71.47763126079717,23.1,0.0,8.1,0,0,24.2,19.6,0.0,0.0,8.1,6.3,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8935790198239952,0.4489059314938798,56.68207597912108,61.25013991135817,63.7071049288422,64.33714152494414,64.50596184181971,44,71.47763126079717,56.68207597912108,71.47763126079717,56.68207597912108,71.47763126079717,56.68207597912108,71.47763126079717,entity_001,2022-10-28
2022-10-29,55.42469450465963,23.5,0.0,7.5,0,1,23.1,21.3,0.0,0.0,8.1,10.0,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8857249183835637,0.4642104791518923,71.47763126079717,66.7095639127432,73.4028298190125,62.725017323789345,63.22180931936594,45,55.42469450465963,71.47763126079717,55.42469450465963,71.47763126079717,55.42469450465963,71.47763126079717,55.42469450465963,entity_001,2022-10-29
2022-10-30,58.27551246243215,22.2,0.0,8.1,0,1,23.5,20.1,0.0,0.0,7.5,7.0,0.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.8776087166898392,0.4793776594606945,55.42469450465963,52.98531150710615,61.405902644519465,63.48076031740735,62.9982100206454,46,58.27551246243215,55.42469450465963,58.27551246243215,55.42469450465963,58.27551246243215,55.42469450465963,58.27551246243215,entity_001,2022-10-30
2022-10-31,48.94632704240056,21.9,0.0,9.9,0,0,22.2,21.0,0.0,0.0,8.1,6.9,0.0,0.0,1.0,0.0,0.0,1.0,-0.8692328164574792,0.4944029842076182,58.27551246243215,69.28902153990495,58.32640758183584,60.57466110347815,62.3282042678286,47,48.94632704240056,58.27551246243215,48.94632704240056,58.27551246243215,48.94632704240056,58.27551246243215,48.94632704240056,entity_001,2022-10-31
2022-11-01,73.34018481145279,20.4,0.0,5.7,0,0,21.9,22.0,0.0,0.0,9.9,7.6,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8605996962501181,0.5092820071573356,48.94632704240056,60.59783539307039,67.52350728882054,62.39499673467564,62.74368123373091,48,73.34018481145279,48.94632704240056,73.34018481145279,48.94632704240056,73.34018481145279,48.94632704240056,73.34018481145279,entity_001,2022-11-01
2022-11-02,59.938046773052506,19.7,0.0,8.6,0,0,20.4,24.9,0.0,0.0,5.7,8.8,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8517119107469189,0.5240103253675756,73.34018481145279,72.61855108186609,65.50474727289871,60.583496119130835,62.34605976945618,49,59.938046773052506,73.34018481145279,59.938046773052506,73.34018481145279,59.938046773052506,73.34018481145279,59.938046773052506,entity_001,2022-11-02
2022-11-03,52.170936823176696,18.5,0.2,8.0,0,0,19.7,24.2,0.0,0.0,8.6,8.1,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8425720899866032,0.5385835804920232,59.938046773052506,56.68207597912108,65.3099405924217,59.939047668281646,61.4075595002244,50,52.170936823176696,59.938046773052506,52.170936823176696,59.938046773052506,52.170936823176696,59.938046773052506,52.170936823176696,entity_001,2022-11-03
2022-11-04,62.04753556187541,18.5,0.0,9.8,0,0,18.5,23.1,0.2,0.0,8.0,8.1,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8331829385891785,0.5529974600700271,52.170936823176696,71.47763126079717,61.25013991135817,58.591891139864245,61.464516332404195,51,62.04753556187541,52.170936823176696,62.04753556187541,52.170936823176696,62.04753556187541,52.170936823176696,62.04753556187541,entity_001,2022-11-04
2022-11-05,43.56868794351912,19.2,0.0,11.3,0,1,18.5,23.5,0.0,0.0,9.8,7.5,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.8235472349556007,0.5672476988027229,62.04753556187541,55.42469450465963,66.7095639127432,56.89817591684418,59.81159662031676,52,43.56868794351912,62.04753556187541,43.56868794351912,62.04753556187541,43.56868794351912,62.04753556187541,43.56868794351912,entity_001,2022-11-05
2022-11-06,50.38448463713034,19.4,0.0,8.1,1,1,19.2,22.2,0.0,0.0,11.3,8.1,0.0,0.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.8136678304455991,0.5813300798152042,43.56868794351912,58.27551246243215,52.98531150710615,55.77088622751535,59.625823272461346,53,50.38448463713034,43.56868794351912,50.38448463713034,43.56868794351912,50.38448463713034,43.56868794351912,50.38448463713034,entity_001,2022-11-06
2022-11-07,66.13031900631107,18.0,0.0,5.4,0,0,19.4,21.9,0.0,0.0,8.1,9.9,1.0,0.0,1.0,0.0,0.0,1.0,-0.8035476485339116,0.5952404359043674,50.38448463713034,48.94632704240056,69.28902153990495,58.22574222235971,59.400201662918924,54,66.13031900631107,50.38448463713034,66.13031900631107,50.38448463713034,66.13031900631107,50.38448463713034,66.13031900631107,entity_001,2022-11-07
2022-11-08,65.97642543814419,17.0,0.0,5.4,0,0,18.0,20.4,0.0,0.0,5.4,5.7,0.0,0.0,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7931896839451843,0.6089746507720486,66.13031900631107,73.34018481145279,60.59783539307039,57.17377659760133,59.78438666613848,55,65.97642543814419,66.13031900631107,65.97642543814419,66.13031900631107,65.97642543814419,66.13031900631107,65.97642543814419,entity_001,2022-11-08
2022-11-09,71.15742431259133,17.7,0.0,6.1,0,0,17.0,19.7,0.0,0.0,5.4,8.6,0.0,0.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7825970017677834,0.6225286602431057,65.97642543814419,59.938046773052506,72.61855108186609,58.77654481753546,59.68002046833315,56,71.15742431259133,65.97642543814419,71.15742431259133,65.97642543814419,71.15742431259133,65.97642543814419,71.15742431259133,entity_001,2022-11-09
2022-11-10,62.351156668702856,18.3,0.0,11.0,0,0,17.7,18.5,0.0,0.2,6.1,8.0,0.0,0.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.7717727365467837,0.6358984534680745,71.15742431259133,52.170936823176696,56.68207597912108,60.23086193832491,60.08495480330327,57,62.351156668702856,71.15742431259133,62.351156668702856,71.15742431259133,62.351156668702856,71.15742431259133,62.351156668702856,entity_001,2022-11-10
2022-11-11,61.365621559139655,17.5,0.0,6.2,0,0,18.3,18.5,0.0,0.0,11.0,9.8,0.0,0.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.7607200913564104,0.6490800741100398,62.351156668702856,62.04753556187541,71.47763126079717,60.1334456522198,59.36266839604202,58,61.365621559139655,62.351156668702856,61.365621559139655,62.351156668702856,61.365621559139655,62.351156668702856,61.365621559139655,entity_001,2022-11-11
2022-11-12,58.378956198848606,17.9,0.0,7.1,0,1,17.5,19.2,0.0,0.0,6.2,11.3,0.0,0.0,0.0,1.0,-0.9749279121818236,-0.2225209339563146,-0.7494423368521953,0.6620696215153815,61.365621559139655,43.56868794351912,55.42469450465963,62.249198260124004,59.573687088484085,59,58.378956198848606,61.365621559139655,58.378956198848606,61.365621559139655,58.378956198848606,61.365621559139655,58.378956198848606,entity_001,2022-11-12
2022-11-13,59.369085059601225,20.2,0.0,9.1,0,1,17.9,19.4,0.0,0.0,7.1,8.1,0.0,1.0,1.0,1.0,-0.7818314824680299,0.6234898018587334,-0.7379428103031386,0.6748632518680403,58.378956198848606,50.38448463713034,58.27551246243215,63.532712606191275,59.651799416853315,60,59.369085059601225,58.378956198848606,59.369085059601225,58.378956198848606,59.369085059601225,58.378956198848606,59.369085059601225,entity_001,2022-11-13
2022-11-14,66.48369955789182,20.9,0.0,9.6,0,0,20.2,18.0,0.0,0.0,9.1,5.4,0.0,0.0,1.0,0.0,0.0,1.0,-0.7262249146041543,0.6874571793269664,59.369085059601225,66.13031900631107,48.94632704240056,63.58319554213138,60.904468882245546,61,66.48369955789182,59.369085059601225,66.48369955789182,59.369085059601225,66.48369955789182,59.369085059601225,66.48369955789182,entity_001,2022-11-14
